url,label,y_pred_url,y_proba_url,ensemble_proba,ensemble_pred
https://yiyunfinance.com/QTeuUe,1,1,0.9683888888888889,0.8231305555555555,1
http://srv244376.hoster-test.ru/-/bre,1,1,1.0,0.88,1
http://raiffasenb.com/mirai.mpsl,1,1,0.9802222222222222,0.8331888888888889,1
http://raiffasenb.com/mirai.arm,1,1,0.9802222222222222,0.8331888888888889,1
https://bv.quirk-paste.ru/grpna7ne,1,1,0.9633333333333334,0.8488333333333333,1
https://oricowlugzqt.com%E2%88%95qbhiqo@rfwyvxa.cn/,1,1,1.0,0.88,1
https://papuaprojects.com//plala.or.jp/Sites//index.html,1,1,0.8412222222222222,0.7150388888888889,1
https://accoun.detzpin.cn/login,1,1,0.9872222222222224,0.869138888888889,1
http://115.55.201.23:50920/bin.sh,1,1,1.0,0.85,1
https://ghk534pgfa.lat/dilmkaz7/qyNSug/kteOwy,1,1,0.9845,0.836825,1
https://nvidia.com,0,0,0.1342222222222222,0.0738222222222222,0
https://wiley.com,0,0,0.3678333333333333,0.2023083333333333,0
https://smbic.net/co.jp/,1,1,0.8305,0.705925,1
https://docs.google.com/drawings/d/1u8GuhOEFy_YmOuTjLr5TsmUkeG3jRjT5ghIjJkyI7Jo/edit,1,1,0.9855555555555556,0.8377222222222221,1
https://lighthearted-sundae-a9b1af.netlify.app/facebook.com-1027275509.html,1,1,0.8766666666666666,0.14465,0
https://msrumbrella.com,1,1,0.959,0.8151499999999999,1
http://115.55.113.76:59500/i,1,1,1.0,0.85,1
https://outlook.com,0,0,0.1692222222222222,0.0930722222222222,0
http://allegrolokalnie.64738.me,1,1,0.9972222222222222,0.8476388888888888,1
http://115.56.67.177:39943/i,1,1,1.0,0.85,1
https://dafvphy.cn/Login/,1,1,0.979,0.8621499999999999,1
https://allegrolokalnie.k3op4ksd2.sbs,1,1,1.0,0.85,1
https://baike.baidu.com,0,0,0.7548333333333334,0.6416083333333333,0
https://android.com,0,0,0.4130555555555555,0.2271805555555555,0
https://bet73057.com/about/deposit,1,1,0.9845,0.836825,1
http://91.246.210.69:35347/i,1,1,0.9983333333333334,0.8485833333333334,1
https://clientspickup-fr.com/,1,1,0.9717222222222222,0.8259638888888888,1
https://docs.google.com/drawings/d/1qYxdjti0ZXLrXIPb8HtjU76JiUle00rkVKVBUbVGyOQ/edit,1,1,0.9855555555555556,0.8377222222222221,1
https://dark.in5istle5s.ru/o221fqb3,1,1,1.0,0.88,1
https://docs.google.com/forms/d/e/1FAIpQLSf8HCpHWY4A-lewU-z7a_-PbxLw69JbEs7n0KpL0iRqbn_nVA/viewform?usp=send_form,1,1,0.9855555555555556,0.8377222222222221,1
https://allegrolokalnie.pl-oferta6412594.icu,1,1,1.0,0.88,1
https://fioroni.clientspickup-sms.com/as.php,1,1,0.9833333333333334,0.8358333333333333,1
https://sidiboat.tn/plala.alll/sso.login/login2.php,1,1,0.8818888888888888,0.7496055555555555,1
http://allegrolokalnie.plsd2bgflstasa43cgk.icu,1,1,1.0,0.88,1
http://175.165.110.8:39587/bin.sh,1,1,1.0,0.85,1
https://mailchimp.com,0,0,0.1577222222222222,0.0867472222222222,0
https://site-5717095-3820-419.mystrikingly.com/,1,1,0.86,0.731,1
http://allegrolokalnie.38436532.icu,1,1,1.0,0.88,1
http://54.160.193.50/bins/miraint.arm5n,1,1,1.0,0.85,1
https://on11.s3.cubbit.eu/Raw_file_4242ddupload%20(2).txt,1,1,0.99,0.8415,1
https://8329swqz021488hg6hlkk8980020200sl0l.blogspot.com/?m=1,1,1,0.9933333333333334,0.8443333333333334,1
http://219.154.173.11:34495/bin.sh,1,1,1.0,0.85,1
https://zecpu.cc/bezins/,1,1,0.9406666666666668,0.7995666666666666,1
https://who.int,0,0,0.3127222222222222,0.1719972222222222,0
https://zhihu.com,0,0,0.4161666666666666,0.2288916666666666,0
https://www.impayevinci-sms.com/,1,1,0.9972222222222222,0.8476388888888888,1
http://www.xz-whatsapp.com/,1,1,0.9983333333333334,0.8485833333333334,1
http://115.48.2.133:40776/bin.sh,1,1,0.9988888888888888,0.8490555555555555,1
https://zuapebr.cn/Login,1,1,0.969,0.8536499999999999,1
https://deviantart.com,0,0,0.1752222222222222,0.0963722222222222,0
https://courierguy-thedelivery-southafrica.pages.dev/pag1_files/pag1_files/saved_resource(3).html/,1,1,0.9933333333333334,0.8443333333333334,1
https://docomo-ne.com/h5/index.html,1,1,0.983,0.83555,1
http://61.137.159.216:41892/i,1,1,0.9988888888888888,0.8490555555555555,1
http://115.63.203.51:55196/i,1,1,1.0,0.85,1
https://xsibwwj.cn/Login,1,1,0.969,0.8536499999999999,1
https://pixeldrain.com/api/file/ndafnKed,1,0,0.7007222222222222,0.5956138888888889,0
https://lynneforwell.com/Wa0xRUMnKNe0LL/2YjAsP15D9SGAz/ByhHbO5PvyrwRKM.jpg/,1,1,1.0,0.85,1
http://www.tinyurl.com/y8esmvc2,1,1,0.9872222222222224,0.839138888888889,1
https://ahv3ctpms4e.premisp.net/education_redirect_second?8c5781c2-7b1e-4035-b1d7-990e269e5380,1,1,0.99,0.8415,1
https://cdc.gov,0,0,0.1292222222222222,0.0710722222222222,0
https://docs.google.com/drawings/d/13Quttr_aoxXp4Kl-N3fCrJN1M3zG4E8xnCHR-nmbuN0/edit,1,1,0.9855555555555556,0.8377222222222221,1
http://support-tresr-brige.pages.dev/,1,1,0.99,0.8415,1
https://docs.google.com/drawings/d/1f3wnocGprDv_l6Z5aiKT6diOlRzwX58ghFKWKaW_RJc/edit,1,1,0.9855555555555556,0.8377222222222221,1
http://allegrolokalnie.pl-8376251441627273662636a6615155261d625515.cyou,1,1,1.0,0.85,1
https://allegrolokalnie.pl-afa55kkdgh6ljrgakyt78766hgafahjnk.cfd,1,1,1.0,0.85,1
https://cookiedatabase.org,0,0,0.6859999999999999,0.3773,0
https://docs.google.com/drawings/d/11YzF4x0Ir3gN6XSf5fIwTwL-5t9u_iN314kIwsgunkc/edit,1,1,0.9855555555555556,0.8377222222222221,1
http://113.236.100.192:33084/i,1,1,0.9988888888888888,0.8490555555555555,1
http://91.92.243.183/mips,1,1,0.9885,0.8402249999999999,1
https://mayoclinic.org,0,0,0.2030555555555555,0.1116805555555555,0
http://94.156.152.6/bins/mipsel,1,1,0.9988888888888888,0.8490555555555555,1
https://hotmallorders.top/,1,1,0.9473333333333334,0.8352333333333334,1
https://bertiecottage.flonix.net/wp-admin/css/colors/modern/swisspasssbbcfs/,1,1,1.0,0.85,1
https://podcasts.apple.com,0,1,0.8358333333333333,0.7104583333333333,1
https://dfhgjkg.blob.core.windows.net/rtyudfhfh/index.html,1,1,0.9233333333333336,0.7848333333333334,1
https://docs.google.com/drawings/d/1uaWErwLwGPtscJZZMqc3ANhMO4ed8-0U4nExjwnlGaA/edit,1,1,0.9855555555555556,0.8377222222222221,1
https://fundij388.icu/dilmkaz7/qyNSug/kteOwy,1,1,0.9895,0.871075,1
http://117.199.162.166:36811/bin.sh,1,1,1.0,0.85,1
https://docs.google.com/drawings/d/1aiook5dEqctOdoYQk9GpXJu8BLe6p0McKpCbVp33rtw/edit,1,1,0.9855555555555556,0.8377222222222221,1
https://ucla.edu,0,0,0.1292222222222222,0.0710722222222222,0
https://sms-pickupclient.com/,1,1,0.9717222222222222,0.8259638888888888,1
https://tx1015.com/77tg/index.php?email=3mail@a.b.c0,1,1,0.9402222222222224,0.799188888888889,1
https://soundcloud.com,0,0,0.1977222222222222,0.1087472222222222,0
https://kn6m.tinkerstep.ru/03nwqnet,1,1,0.9833333333333334,0.8658333333333333,1
https://weforum.org,0,0,0.1692222222222222,0.0930722222222222,0
https://petitetapette.planning-lockers.com/,1,1,1.0,0.85,1
https://qfkvcpu.cn/Login/,1,1,0.979,0.8621499999999999,1
http://allegrolokalnie.pl-firmowe-98191.sbs,1,1,1.0,0.85,1
http://allegro.pl-78155.icu,1,1,0.9983333333333334,0.8785833333333334,1
https://autoroute-reglementspeage.com/,1,1,0.9745,0.828325,1
http://allegrolokalnie.pl-oferta1859801.icu,1,1,1.0,0.88,1
https://cyphes.cfd/indexco.jp,1,1,0.9868888888888888,0.8388555555555555,1
https://site-ct2vreyk3.godaddysites.com/,1,1,0.85,0.7224999999999999,1
https://fb.me,0,0,0.3227222222222222,0.1774972222222222,0
https://allegro.82673020.pl/cdn-cgi/phish-bypass?atok=LGYYMJCp6rylfmq_NyhbOQmNdOI5G9unju7AmPbgTxc-1763327555.6844885-0.0.1.1-%2F&amp;amp;original_path=%2F&amp;amp;cf-turnstile-response=,1,1,1.0,0.85,1
http://allegrolokalnie.kfjsdha41.sbs,1,1,1.0,0.85,1
https://nbcnews.com,0,0,0.1517222222222222,0.0834472222222222,0
https://2r26hyt.lat/x1w2ffby/bhBjtA/WhNXaD,1,1,0.9895,0.841075,1
https://docs.google.com/drawings/d/1h8b846eMw80vZytVrcuY24IY4_vICPjYGabjdnnnUjU/edit,1,1,0.9855555555555556,0.8377222222222221,1
https://zj1997.eu.cc/AZxunWMERv,1,1,0.9988888888888888,0.8490555555555555,1
https://mail.google.com,0,1,0.9583333333333331,0.8145833333333332,1
https://static-amount-404464.framer.app/,1,1,1.0,0.85,1
https://ia801706.us.archive.org/25/items/msi-pro-with-b-64_20251208/MSI_PRO_with_b64.png,1,1,0.8983333333333334,0.7635833333333334,1
https://metamasklogenies.webflow.io/,1,1,0.9933333333333334,0.8443333333333334,1
https://public-crypto-ledger-en.typedream.app/,1,1,0.9933333333333334,0.8443333333333334,1
https://u-k-parking44.top/i/,1,1,0.9888333333333336,0.8705083333333334,1
https://gxblwvr.cn/Login/,1,1,0.979,0.8621499999999999,1
https://manjusinghak.github.io/Amazon-Clone/,1,1,0.9,0.765,1
https://beian.miit.gov.cn,0,0,0.6175,0.3496250000000001,0
http://82.117.87.188/Fantazy.arm,1,1,0.9988888888888888,0.8490555555555555,1
https://vice.com,0,0,0.4057222222222222,0.2231472222222222,0
http://91.92.243.183/slovsdih/armv6l,1,1,1.0,0.85,1
https://rbfcu-star.azurewebsites.net/(S(hoax00ywd2moiad4nx2bravl))/Main/Login,1,1,0.9133333333333334,0.7763333333333334,1
https://go.ly/www-roblox-com-users-5568366183-profile,1,1,0.8473333333333332,0.7202333333333332,1
https://reacheminement-consignes.com/,1,1,0.9415,0.8002749999999998,1
http://120.28.119.126:34829/bin.sh,1,1,1.0,0.85,1
https://cmu.edu,0,0,0.3142222222222222,0.1728222222222222,0
http://185.163.204.28:5570/Sep01lnk/RE-T509320913.pdf.lnk,1,1,1.0,0.85,1
http://bpkornik.webd.pro/Babyli.smi,1,1,0.94,0.7989999999999999,1
https://gitlab.com,0,0,0.3678333333333333,0.2023083333333333,0
https://ipfs.io/ipns/k51qzi5uqu5dme00l7692c9ehbr4bu5n3u4f74cvk02c8inq6ffzuoi4p3qtpi,1,1,0.9187222222222222,0.7809138888888889,1
https://www.service-upsonlline.com/,1,1,1.0,0.85,1
https://seur.com-nyu.vip/es,1,1,0.9356666666666666,0.7953166666666667,1
http://104.168.0.133/J/sird.ps1,1,1,0.9988888888888888,0.8490555555555555,1
https://relu.planning-lockers.com/,1,1,1.0,0.85,1
https://courierguy-thedelivery-southafrica.pages.dev/pag1_files/pag1_files/saved_resource(1).html/,1,1,0.9933333333333334,0.8443333333333334,1
https://macromedia.com,0,0,0.5525,0.303875,0
https://login.westbendinsurance.com/jsdisabled,1,1,1.0,0.85,1
http://222.137.37.154:33333/i,1,1,0.9988888888888888,0.8490555555555555,1
https://dailymotion.com,0,1,0.7730555555555556,0.6570972222222222,0
https://hussain.sms-pickupclients.com/as.php,1,1,0.9833333333333334,0.8358333333333333,1
http://temp.mexicanfibers.mx/wp-admin/server../renew/,1,1,1.0,0.85,1
https://support.google.com,0,1,0.9566666666666666,0.8131666666666666,1
https://wpa.qq.com,0,0,0.7598333333333334,0.6458583333333333,0
https://docs.google.com/drawings/d/1LJdlpHB2E6Z9tPwMcxw3ykF89rhmfJXC4f31uIuTvfY/edit,1,1,0.9855555555555556,0.8377222222222221,1
http://42.237.56.99:53647/i,1,1,1.0,0.85,1
https://docs.google.com/drawings/d/1pBSm2VspH6yQnozRajvkZiJyGOTqSnXnj5-ChtY4LrA/edit,1,1,0.9855555555555556,0.8377222222222221,1
http://allegrolokalnie.pl-elektronika.top,1,1,1.0,0.88,1
https://allegrolokalnie.pl-oferta-7940496820.shop/?id=inCmk8MmDf1Ohd4f1HFHekCBi4k4A7,1,1,1.0,0.85,1
https://f8beta-2.com/Windows10Upgrade.exe,1,1,0.9483333333333336,0.8060833333333335,1
http://39.73.73.129:52799/i,1,1,1.0,0.85,1
https://satpusi.cn/Login,1,1,0.969,0.8536499999999999,1
https://novoempresta.vercel.app/,1,1,0.9605555555555556,0.1584916666666667,0
https://wander.twirlpane.ru/zxmkpw4p,1,1,0.9833333333333334,0.8658333333333333,1
https://www.solventumbest.com/,1,1,0.9872222222222224,0.839138888888889,1
https://dpd-ptrezt.cfd/ptr,1,1,0.974,0.8278999999999999,1
http://182.123.167.131:51694/bin.sh,1,1,1.0,0.85,1
https://us.com,0,0,0.5007222222222222,0.2753972222222222,0
http://131.255.176.69:62752/i,1,1,0.9988888888888888,0.8490555555555555,1
https://badge-center.com/pages/captcha.php,1,1,0.984,0.8363999999999999,1
https://tdafpy.com%E2%88%95MhNsAhpO%E2%88%95MxsqCOflt%E2%88%95ZLXUl@hsipwi.cn/hezmvdrvu.co.jp,1,1,1.0,0.88,1
https://quora.com,0,0,0.4880555555555556,0.2684305555555555,0
https://docs.google.com/drawings/d/1HAYEl1gYIfy7fNf-VeCzsgSZT91JIvLlEgDx1OGfqzI/edit,1,1,0.9855555555555556,0.8377222222222221,1
https://python.org,0,0,0.2620555555555555,0.1441305555555555,0
http://roblox.com.ml/communities/4765663312/Mondragon-Layer,1,1,1.0,0.88,1
https://bafybeifpqhyzn73oe4u5fepceonr6hbpvffuxj7vikwnwh3wkrp2v3blei.ipfs.infura-ipfs.io,1,1,0.86,0.731,1
https://o-especial-roxinhonu-de-natal.s3.us-east-005.backblazeb2.com/aumento.html,1,1,1.0,0.85,1
https://docs.google.com/drawings/d/1gXTrfGdQVkqC8i5zOUVgrXkbBhmSE7bn2eG70Urazps/edit,1,1,0.9855555555555556,0.8377222222222221,1
http://alpenblack.net/mirai.arm64,1,1,0.7939999999999999,0.6748999999999999,1
http://raiffasenb.ru/mirai.ppc,1,0,0.7428888888888889,0.6614555555555556,1
https://sp62332.sitebeat.crazydomains.com/,1,1,0.88,0.748,1
http://69.165.68.209/02.08.2022.exe,1,1,1.0,0.85,1
http://175.151.67.94:55779/i,1,1,1.0,0.85,1
https://docs.google.com/drawings/d/1970QoVdkNARgjjFImtYO2Wvu09LRDU2y4odvfe-XytE/edit,1,1,0.9855555555555556,0.8377222222222221,1
https://www.dropbox.com/paper/doc/3zlUeOTBADV8nPsLjxJBZ?auth_token=cd.AFpqOEwsaXOzJgymlVQmrs_DYY2J_eKUI-sHkvjRwqIjbXN4H4DcJNLyXzQHaiy9EJoTO798239in2fTxGkbjPrwcSquHdE_pabeWUv4yDqzQYR1YaZn6awMqm7gdF5SsY-F2LYd9I34kYbwycCCyPM04Oov5EyMsAazgP96TQ2T9P-T8NJyLE4Ft1pRCCh2UBb6IklhxdkIq5KFDYZh4YJSqxlnKcvVEDVEwO2_-z7xPsYEl9s9fvhY9NEPXVRrDmDj9MZ0Ji5019C_in4VParU4lK2T87373tyhyibkNfkKCy8ty3eNWMrDw5C-ngs2AZy9WNIDTuleqXnp8rIzEqoynmb4VP0HTjnS6Hv22T89gy3aP10kXuP9ncFM1dh4--PBmkdaNJq9w_jbY2FYoDJIt3tH_ptVEz8XJnd_xX_Fpn7zvH_jJcVNiUbHqBZxk2yuZmMOVsstp3ZgCb9lFvw&doc_id=ytD-oN4JGnodCw1rvjdDF&redirect=https%3A%2F%2Fwww.dropbox.com%2Fscl%2Ffi%2Fr3p8iyvejbppg5qfyahxx%2FUntitled.paper%3Frlkey%3Dzh923h6p3do287ojr5l96xmv4%26st%3Dm1vl9gvk%26dl%3D0,1,1,0.9933333333333334,0.8443333333333334,1
https://hamicm.com/lk,1,1,0.914,0.7768999999999999,1
https://docs.google.com/drawings/d/17fc69h8d-iNQ8hpClkawciThMcbCNr9fdzby8kNqnbw/edit,1,1,0.9855555555555556,0.8377222222222221,1
https://b45048.com/,1,1,0.939,0.7981499999999999,1
https://scribd.com,0,0,0.3645555555555556,0.2005055555555555,0
