url,label,y_pred_url,y_proba_url
https://yiyunfinance.com/QTeuUe,1,1,0.9683888888888889
http://srv244376.hoster-test.ru/-/bre,1,1,1.0
http://raiffasenb.com/mirai.mpsl,1,1,0.9802222222222222
http://raiffasenb.com/mirai.arm,1,1,0.9802222222222222
https://bv.quirk-paste.ru/grpna7ne,1,1,0.9633333333333334
https://oricowlugzqt.com%E2%88%95qbhiqo@rfwyvxa.cn/,1,1,1.0
https://papuaprojects.com//plala.or.jp/Sites//index.html,1,1,0.8412222222222222
https://accoun.detzpin.cn/login,1,1,0.9872222222222224
http://115.55.201.23:50920/bin.sh,1,1,1.0
https://ghk534pgfa.lat/dilmkaz7/qyNSug/kteOwy,1,1,0.9845
https://nvidia.com,0,0,0.1342222222222222
https://wiley.com,0,0,0.3678333333333333
https://smbic.net/co.jp/,1,1,0.8305
https://docs.google.com/drawings/d/1u8GuhOEFy_YmOuTjLr5TsmUkeG3jRjT5ghIjJkyI7Jo/edit,1,1,0.9855555555555556
https://lighthearted-sundae-a9b1af.netlify.app/facebook.com-1027275509.html,1,1,0.8766666666666666
https://msrumbrella.com,1,1,0.959
http://115.55.113.76:59500/i,1,1,1.0
https://outlook.com,0,0,0.1692222222222222
http://allegrolokalnie.64738.me,1,1,0.9972222222222222
http://115.56.67.177:39943/i,1,1,1.0
https://dafvphy.cn/Login/,1,1,0.979
https://allegrolokalnie.k3op4ksd2.sbs,1,1,1.0
https://baike.baidu.com,0,0,0.7548333333333334
https://android.com,0,0,0.4130555555555555
https://bet73057.com/about/deposit,1,1,0.9845
http://91.246.210.69:35347/i,1,1,0.9983333333333334
https://clientspickup-fr.com/,1,1,0.9717222222222222
https://docs.google.com/drawings/d/1qYxdjti0ZXLrXIPb8HtjU76JiUle00rkVKVBUbVGyOQ/edit,1,1,0.9855555555555556
https://dark.in5istle5s.ru/o221fqb3,1,1,1.0
https://docs.google.com/forms/d/e/1FAIpQLSf8HCpHWY4A-lewU-z7a_-PbxLw69JbEs7n0KpL0iRqbn_nVA/viewform?usp=send_form,1,1,0.9855555555555556
https://allegrolokalnie.pl-oferta6412594.icu,1,1,1.0
https://fioroni.clientspickup-sms.com/as.php,1,1,0.9833333333333334
https://sidiboat.tn/plala.alll/sso.login/login2.php,1,1,0.8818888888888888
http://allegrolokalnie.plsd2bgflstasa43cgk.icu,1,1,1.0
http://175.165.110.8:39587/bin.sh,1,1,1.0
https://mailchimp.com,0,0,0.1577222222222222
https://site-5717095-3820-419.mystrikingly.com/,1,1,0.86
http://allegrolokalnie.38436532.icu,1,1,1.0
http://54.160.193.50/bins/miraint.arm5n,1,1,1.0
https://on11.s3.cubbit.eu/Raw_file_4242ddupload%20(2).txt,1,1,0.99
https://8329swqz021488hg6hlkk8980020200sl0l.blogspot.com/?m=1,1,1,0.9933333333333334
http://219.154.173.11:34495/bin.sh,1,1,1.0
https://zecpu.cc/bezins/,1,1,0.9406666666666668
https://who.int,0,0,0.3127222222222222
https://zhihu.com,0,0,0.4161666666666666
https://www.impayevinci-sms.com/,1,1,0.9972222222222222
http://www.xz-whatsapp.com/,1,1,0.9983333333333334
http://115.48.2.133:40776/bin.sh,1,1,0.9988888888888888
https://zuapebr.cn/Login,1,1,0.969
https://deviantart.com,0,0,0.1752222222222222
https://courierguy-thedelivery-southafrica.pages.dev/pag1_files/pag1_files/saved_resource(3).html/,1,1,0.9933333333333334
https://docomo-ne.com/h5/index.html,1,1,0.983
http://61.137.159.216:41892/i,1,1,0.9988888888888888
http://115.63.203.51:55196/i,1,1,1.0
https://xsibwwj.cn/Login,1,1,0.969
https://pixeldrain.com/api/file/ndafnKed,1,0,0.7007222222222222
